Light,Temperature,Humidity,Result
4.00,         31.00,         20.00,         1.00
1.00,         29.00,         80.00,         1.00
14.00,         26.00,         39.00,         1.00
18.00,         29.00,         50.00,         2.00
27.00,         34.00,         86.00,         2.00
4.00,         25.00,         30.00,         1.00
32.00,         31.00,         79.00,         2.00
42.00,         42.00,         26.00,         4.00
41.00,         35.00,         84.00,         2.00
42.00,         29.00,         34.00,         3.00
24.00,         34.00,         54.00,         2.00
26.00,         23.00,         88.00,         1.00
6.00,         33.00,         65.00,         1.00
2.00,         39.00,         61.00,         1.00
19.00,         35.00,         76.00,         2.00
38.00,         32.00,         87.00,         1.00
5.00,         24.00,         47.00,         1.00
17.00,         31.00,         89.00,         1.00
41.00,         42.00,         94.00,         3.00
20.00,         30.00,         82.00,         2.00
7.00,         37.00,         49.00,         2.00
7.00,         24.00,         68.00,         1.00
33.00,         37.00,         94.00,         1.00
1.00,         26.00,         78.00,         1.00
36.00,         34.00,         68.00,         2.00
17.00,         39.00,         55.00,         2.00
8.00,         25.00,         23.00,         1.00
4.00,         28.00,         84.00,         1.00
33.00,         26.00,         64.00,         1.00
21.00,         23.00,         81.00,         1.00
39.00,         28.00,         59.00,         2.00
43.00,         30.00,         77.00,         2.00
44.00,         27.00,         98.00,         1.00
4.00,         34.00,         31.00,         1.00
30.00,         31.00,         65.00,         2.00
19.00,         30.00,         31.00,         2.00
7.00,         29.00,         57.00,         2.00
6.00,         43.00,         71.00,         2.00
10.00,         25.00,         27.00,         1.00
20.00,         29.00,         44.00,         2.00
31.00,         27.00,         44.00,         1.00
19.00,         28.00,         36.00,         2.00
36.00,         32.00,         60.00,         2.00
11.00,         43.00,         54.00,         2.00
13.00,         26.00,         42.00,         1.00
23.00,         30.00,         88.00,         1.00
38.00,         25.00,         25.00,         3.00
42.00,         29.00,         64.00,         2.00
10.00,         31.00,         82.00,         1.00
48.00,         40.00,         96.00,         3.00
24.00,         33.00,         40.00,         2.00
18.00,         39.00,         98.00,         1.00
22.00,         33.00,         43.00,         2.00
40.00,         29.00,         84.00,         2.00
15.00,         34.00,         70.00,         2.00
39.00,         27.00,         34.00,         3.00
38.00,         40.00,         90.00,         3.00
37.00,         23.00,         93.00,         1.00
27.00,         30.00,         52.00,         2.00
44.00,         23.00,         87.00,         1.00
43.00,         24.00,         30.00,         3.00
49.00,         38.00,         86.00,         3.00
44.00,         23.00,         89.00,         1.00
35.00,         33.00,         95.00,         2.00
27.00,         34.00,         87.00,         2.00
18.00,         33.00,         72.00,         2.00
42.00,         31.00,         92.00,         1.00
11.00,         43.00,         35.00,         2.00
43.00,         37.00,         32.00,         4.00
39.00,         42.00,         79.00,         3.00
27.00,         24.00,         47.00,         1.00
0.00,         33.00,         42.00,         1.00
7.00,         30.00,         30.00,         2.00
24.00,         26.00,         26.00,         1.00
28.00,         29.00,         72.00,         2.00
45.00,         28.00,         54.00,         3.00
3.00,         34.00,         23.00,         1.00
14.00,         36.00,         83.00,         2.00
22.00,         35.00,         70.00,         2.00
27.00,         38.00,         71.00,         2.00
48.00,         35.00,         72.00,         2.00
17.00,         30.00,         73.00,         2.00
42.00,         39.00,         95.00,         3.00
24.00,         42.00,         50.00,         3.00
24.00,         35.00,         61.00,         2.00
46.00,         32.00,         80.00,         2.00
42.00,         42.00,         59.00,         3.00
1.00,         38.00,         33.00,         2.00
2.00,         24.00,         89.00,         1.00
2.00,         43.00,         22.00,         2.00
33.00,         38.00,         80.00,         2.00
35.00,         23.00,         32.00,         1.00
37.00,         41.00,         69.00,         3.00
47.00,         23.00,         64.00,         1.00
49.00,         34.00,         65.00,         3.00
39.00,         37.00,         84.00,         3.00
39.00,         31.00,         50.00,         3.00
0.00,         39.00,         30.00,         2.00
26.00,         25.00,         42.00,         1.00
23.00,         38.00,         39.00,         2.00
18.00,         28.00,         68.00,         2.00
24.00,         36.00,         87.00,         1.00
35.00,         29.00,         45.00,         2.00
9.00,         30.00,         24.00,         2.00
9.00,         32.00,         45.00,         2.00
10.00,         37.00,         43.00,         2.00
28.00,         23.00,         79.00,         1.00
31.00,         44.00,         40.00,         3.00
31.00,         44.00,         49.00,         3.00
7.00,         33.00,         44.00,         2.00
3.00,         29.00,         73.00,         1.00
48.00,         23.00,         48.00,         3.00
6.00,         34.00,         60.00,         1.00
30.00,         37.00,         34.00,         3.00
20.00,         44.00,         66.00,         2.00
19.00,         44.00,         51.00,         2.00
25.00,         26.00,         28.00,         1.00
2.00,         30.00,         42.00,         1.00
22.00,         31.00,         70.00,         2.00
42.00,         35.00,         75.00,         2.00
42.00,         35.00,         77.00,         2.00
33.00,         33.00,         48.00,         2.00
17.00,         44.00,         55.00,         2.00
29.00,         35.00,         64.00,         2.00
44.00,         36.00,         64.00,         3.00
1.00,         27.00,         34.00,         1.00
36.00,         28.00,         76.00,         2.00
20.00,         23.00,         73.00,         1.00
6.00,         25.00,         71.00,         1.00
21.00,         38.00,         88.00,         1.00
8.00,         29.00,         38.00,         2.00
34.00,         43.00,         46.00,         3.00
1.00,         30.00,         83.00,         1.00
9.00,         32.00,         28.00,         2.00
29.00,         40.00,         63.00,         2.00
40.00,         35.00,         43.00,         4.00
22.00,         44.00,         91.00,         1.00
35.00,         34.00,         24.00,         2.00
3.00,         25.00,         44.00,         1.00
18.00,         25.00,         94.00,         1.00
49.00,         33.00,         50.00,         3.00
15.00,         35.00,         84.00,         2.00
0.00,         26.00,         94.00,         1.00
36.00,         34.00,         78.00,         2.00
2.00,         30.00,         75.00,         1.00
22.00,         38.00,         80.00,         2.00
40.00,         39.00,         31.00,         4.00
28.00,         34.00,         82.00,         2.00
17.00,         36.00,         47.00,         2.00
31.00,         28.00,         74.00,         2.00
26.00,         42.00,         78.00,         2.00
46.00,         29.00,         53.00,         3.00
15.00,         37.00,         66.00,         2.00
6.00,         30.00,         57.00,         2.00
31.00,         32.00,         61.00,         2.00
30.00,         39.00,         35.00,         3.00
16.00,         35.00,         81.00,         2.00
24.00,         28.00,         78.00,         2.00
25.00,         24.00,         43.00,         1.00
36.00,         30.00,         70.00,         2.00
5.00,         37.00,         34.00,         2.00
30.00,         27.00,         58.00,         1.00
16.00,         38.00,         98.00,         1.00
16.00,         32.00,         75.00,         2.00
12.00,         41.00,         28.00,         2.00
49.00,         33.00,         71.00,         2.00
14.00,         28.00,         59.00,         2.00
28.00,         37.00,         71.00,         2.00
21.00,         35.00,         79.00,         2.00
22.00,         35.00,         32.00,         2.00
24.00,         33.00,         38.00,         2.00
28.00,         34.00,         76.00,         2.00
7.00,         35.00,         90.00,         1.00
17.00,         39.00,         38.00,         2.00
17.00,         37.00,         49.00,         2.00
29.00,         43.00,         76.00,         2.00
31.00,         29.00,         25.00,         2.00
33.00,         25.00,         37.00,         1.00
36.00,         37.00,         85.00,         2.00
2.00,         42.00,         25.00,         2.00
20.00,         35.00,         52.00,         2.00
3.00,         37.00,         77.00,         1.00
32.00,         24.00,         71.00,         1.00
23.00,         39.00,         79.00,         2.00
3.00,         30.00,         24.00,         1.00
35.00,         27.00,         27.00,         1.00
24.00,         26.00,         53.00,         1.00
48.00,         31.00,         74.00,         2.00
4.00,         24.00,         81.00,         1.00
39.00,         26.00,         29.00,         3.00
36.00,         44.00,         70.00,         3.00
43.00,         44.00,         83.00,         3.00
45.00,         23.00,         22.00,         3.00
37.00,         36.00,         92.00,         3.00
43.00,         27.00,         97.00,         1.00
46.00,         39.00,         72.00,         3.00
20.00,         40.00,         82.00,         2.00
44.00,         32.00,         23.00,         3.00
35.00,         37.00,         74.00,         2.00
8.00,         32.00,         51.00,         2.00
46.00,         33.00,         42.00,         3.00
2.00,         40.00,         60.00,         1.00
40.00,         25.00,         73.00,         1.00
16.00,         30.00,         78.00,         2.00
49.00,         34.00,         57.00,         3.00
42.00,         37.00,         68.00,         3.00
10.00,         24.00,         86.00,         1.00
17.00,         33.00,         45.00,         2.00
39.00,         39.00,         41.00,         4.00
46.00,         39.00,         69.00,         3.00
36.00,         43.00,         30.00,         3.00
22.00,         32.00,         40.00,         2.00
39.00,         44.00,         49.00,         4.00
32.00,         44.00,         29.00,         3.00
6.00,         24.00,         69.00,         1.00
17.00,         30.00,         75.00,         2.00
42.00,         29.00,         82.00,         2.00
27.00,         32.00,         59.00,         2.00
44.00,         24.00,         21.00,         3.00
1.00,         43.00,         57.00,         1.00
45.00,         42.00,         41.00,         4.00
37.00,         23.00,         49.00,         3.00
22.00,         38.00,         78.00,         2.00
5.00,         36.00,         33.00,         2.00
47.00,         38.00,         73.00,         3.00
12.00,         40.00,         67.00,         2.00
2.00,         42.00,         78.00,         1.00
29.00,         43.00,         43.00,         3.00
8.00,         43.00,         50.00,         2.00
0.00,         38.00,         54.00,         2.00
21.00,         40.00,         65.00,         2.00
19.00,         41.00,         92.00,         1.00
1.00,         41.00,         52.00,         2.00
12.00,         42.00,         87.00,         1.00
19.00,         29.00,         63.00,         2.00
35.00,         23.00,         31.00,         1.00
5.00,         28.00,         46.00,         1.00
35.00,         40.00,         66.00,         2.00
22.00,         27.00,         49.00,         1.00
24.00,         26.00,         52.00,         1.00
31.00,         23.00,         39.00,         1.00
40.00,         23.00,         24.00,         3.00
44.00,         29.00,         89.00,         1.00
12.00,         33.00,         51.00,         2.00
15.00,         28.00,         85.00,         2.00
35.00,         23.00,         73.00,         1.00
44.00,         37.00,         28.00,         4.00
11.00,         36.00,         82.00,         2.00
34.00,         38.00,         32.00,         3.00
9.00,         41.00,         89.00,         1.00
5.00,         32.00,         31.00,         1.00
27.00,         30.00,         79.00,         2.00
48.00,         34.00,         94.00,         2.00
38.00,         31.00,         36.00,         3.00
32.00,         42.00,         89.00,         1.00
7.00,         25.00,         40.00,         1.00
18.00,         41.00,         86.00,         1.00
47.00,         33.00,         57.00,         3.00
23.00,         40.00,         86.00,         1.00
5.00,         26.00,         63.00,         1.00
32.00,         40.00,         81.00,         2.00
6.00,         35.00,         84.00,         2.00
24.00,         41.00,         31.00,         3.00
36.00,         43.00,         25.00,         4.00
43.00,         43.00,         75.00,         3.00
34.00,         24.00,         91.00,         1.00
4.00,         38.00,         47.00,         2.00
38.00,         40.00,         63.00,         3.00
7.00,         28.00,         36.00,         2.00
21.00,         39.00,         72.00,         2.00
44.00,         38.00,         51.00,         4.00
22.00,         23.00,         58.00,         1.00
10.00,         39.00,         25.00,         2.00
14.00,         37.00,         27.00,         2.00
14.00,         44.00,         63.00,         2.00
25.00,         34.00,         49.00,         2.00
14.00,         31.00,         26.00,         2.00
0.00,         41.00,         87.00,         1.00
30.00,         37.00,         78.00,         2.00
43.00,         27.00,         61.00,         1.00
26.00,         29.00,         72.00,         2.00
44.00,         30.00,         34.00,         3.00
18.00,         38.00,         48.00,         2.00
10.00,         30.00,         23.00,         2.00
9.00,         41.00,         41.00,         2.00
18.00,         44.00,         98.00,         1.00
26.00,         23.00,         76.00,         1.00
22.00,         26.00,         84.00,         1.00
38.00,         27.00,         76.00,         1.00
8.00,         23.00,         43.00,         1.00
29.00,         33.00,         72.00,         2.00
40.00,         35.00,         97.00,         2.00
2.00,         43.00,         96.00,         1.00
49.00,         43.00,         34.00,         4.00
1.00,         42.00,         45.00,         2.00
35.00,         34.00,         78.00,         2.00
18.00,         36.00,         46.00,         2.00
44.00,         32.00,         20.00,         3.00
34.00,         42.00,         41.00,         3.00
48.00,         29.00,         30.00,         3.00
32.00,         37.00,         63.00,         2.00
20.00,         34.00,         42.00,         2.00
47.00,         33.00,         84.00,         2.00
29.00,         42.00,         75.00,         2.00
37.00,         28.00,         50.00,         3.00
24.00,         41.00,         44.00,         3.00
17.00,         39.00,         31.00,         2.00
10.00,         36.00,         41.00,         2.00
14.00,         42.00,         92.00,         1.00
20.00,         35.00,         77.00,         2.00
35.00,         35.00,         34.00,         2.00
5.00,         36.00,         31.00,         2.00
3.00,         41.00,         71.00,         1.00
38.00,         36.00,         33.00,         4.00
8.00,         32.00,         70.00,         2.00
38.00,         24.00,         97.00,         1.00
23.00,         34.00,         59.00,         2.00
7.00,         41.00,         43.00,         2.00
22.00,         34.00,         77.00,         2.00
29.00,         30.00,         69.00,         2.00
38.00,         24.00,         30.00,         3.00
44.00,         27.00,         36.00,         3.00
31.00,         24.00,         26.00,         1.00
29.00,         28.00,         39.00,         2.00
22.00,         40.00,         89.00,         1.00
19.00,         29.00,         35.00,         2.00
8.00,         27.00,         50.00,         1.00
36.00,         23.00,         38.00,         1.00
40.00,         41.00,         84.00,         3.00
30.00,         24.00,         70.00,         1.00
25.00,         26.00,         61.00,         1.00
21.00,         29.00,         30.00,         2.00
23.00,         26.00,         94.00,         1.00
27.00,         41.00,         82.00,         2.00
27.00,         38.00,         98.00,         1.00
35.00,         36.00,         93.00,         1.00
45.00,         40.00,         67.00,         3.00
2.00,         29.00,         31.00,         1.00
9.00,         35.00,         40.00,         2.00
49.00,         34.00,         86.00,         2.00
2.00,         43.00,         67.00,         1.00
37.00,         27.00,         52.00,         3.00
20.00,         40.00,         50.00,         2.00
5.00,         33.00,         63.00,         1.00
4.00,         39.00,         84.00,         1.00
41.00,         33.00,         89.00,         2.00
9.00,         42.00,         61.00,         2.00
1.00,         40.00,         52.00,         2.00
3.00,         30.00,         64.00,         1.00
14.00,         34.00,         97.00,         1.00
7.00,         37.00,         36.00,         2.00
4.00,         29.00,         35.00,         1.00
16.00,         32.00,         57.00,         2.00
14.00,         33.00,         90.00,         1.00
32.00,         23.00,         71.00,         1.00
22.00,         27.00,         63.00,         1.00
10.00,         39.00,         90.00,         1.00
8.00,         30.00,         47.00,         2.00
31.00,         33.00,         79.00,         2.00
5.00,         29.00,         71.00,         1.00
20.00,         44.00,         48.00,         2.00
6.00,         23.00,         41.00,         1.00
35.00,         33.00,         68.00,         2.00
5.00,         27.00,         84.00,         1.00
14.00,         41.00,         49.00,         2.00
6.00,         33.00,         76.00,         2.00
11.00,         41.00,         85.00,         2.00
1.00,         42.00,         66.00,         1.00
35.00,         44.00,         57.00,         2.00
38.00,         26.00,         53.00,         3.00
4.00,         41.00,         50.00,         2.00
30.00,         26.00,         43.00,         1.00
0.00,         41.00,         28.00,         2.00
2.00,         34.00,         29.00,         1.00
45.00,         36.00,         20.00,         4.00
47.00,         43.00,         39.00,         4.00
17.00,         37.00,         71.00,         2.00
6.00,         42.00,         72.00,         2.00
36.00,         43.00,         40.00,         3.00
2.00,         26.00,         60.00,         1.00
4.00,         31.00,         54.00,         1.00
42.00,         28.00,         41.00,         3.00
3.00,         29.00,         63.00,         1.00
38.00,         26.00,         56.00,         1.00
13.00,         34.00,         68.00,         2.00
42.00,         40.00,         36.00,         4.00
21.00,         24.00,         35.00,         1.00
24.00,         30.00,         85.00,         2.00
47.00,         33.00,         84.00,         2.00
36.00,         42.00,         65.00,         3.00
15.00,         41.00,         97.00,         1.00
21.00,         26.00,         38.00,         1.00
16.00,         44.00,         81.00,         2.00
18.00,         23.00,         82.00,         1.00
10.00,         44.00,         28.00,         2.00
23.00,         29.00,         96.00,         1.00
2.00,         27.00,         66.00,         1.00
24.00,         41.00,         85.00,         2.00
32.00,         41.00,         62.00,         2.00
11.00,         35.00,         32.00,         2.00
17.00,         41.00,         80.00,         2.00
5.00,         27.00,         63.00,         1.00
20.00,         32.00,         24.00,         2.00
4.00,         44.00,         52.00,         2.00
19.00,         36.00,         29.00,         2.00
28.00,         39.00,         87.00,         1.00
49.00,         30.00,         43.00,         3.00
4.00,         25.00,         29.00,         1.00
0.00,         40.00,         34.00,         2.00
48.00,         26.00,         46.00,         3.00
13.00,         28.00,         70.00,         2.00
4.00,         33.00,         24.00,         1.00
15.00,         38.00,         64.00,         2.00
8.00,         25.00,         62.00,         1.00
34.00,         28.00,         48.00,         2.00
17.00,         30.00,         21.00,         2.00
20.00,         23.00,         62.00,         1.00
41.00,         25.00,         59.00,         1.00
16.00,         34.00,         32.00,         2.00
24.00,         44.00,         46.00,         2.00
6.00,         32.00,         98.00,         1.00
43.00,         40.00,         87.00,         3.00
39.00,         37.00,         49.00,         4.00
39.00,         30.00,         38.00,         3.00
9.00,         41.00,         65.00,         2.00
22.00,         29.00,         89.00,         1.00
34.00,         38.00,         79.00,         2.00
6.00,         26.00,         64.00,         1.00
23.00,         38.00,         68.00,         2.00
27.00,         41.00,         62.00,         2.00
37.00,         40.00,         30.00,         4.00
47.00,         39.00,         55.00,         3.00
20.00,         42.00,         31.00,         2.00
4.00,         33.00,         23.00,         1.00
0.00,         34.00,         51.00,         1.00
13.00,         40.00,         53.00,         2.00
4.00,         39.00,         25.00,         2.00
45.00,         28.00,         34.00,         3.00
25.00,         34.00,         22.00,         2.00
6.00,         25.00,         55.00,         1.00
45.00,         25.00,         72.00,         1.00
9.00,         26.00,         33.00,         1.00
19.00,         26.00,         23.00,         1.00
10.00,         33.00,         80.00,         2.00
6.00,         39.00,         23.00,         2.00
11.00,         42.00,         37.00,         2.00
27.00,         34.00,         74.00,         2.00
1.00,         31.00,         89.00,         1.00
9.00,         23.00,         97.00,         1.00
45.00,         28.00,         20.00,         3.00
1.00,         23.00,         60.00,         1.00
43.00,         36.00,         79.00,         3.00
9.00,         30.00,         69.00,         2.00
35.00,         33.00,         21.00,         2.00
37.00,         41.00,         48.00,         4.00
8.00,         35.00,         26.00,         2.00
2.00,         35.00,         21.00,         1.00
16.00,         35.00,         42.00,         2.00
26.00,         35.00,         60.00,         2.00
31.00,         42.00,         61.00,         2.00
11.00,         26.00,         70.00,         1.00
16.00,         38.00,         42.00,         2.00
43.00,         36.00,         88.00,         3.00
16.00,         26.00,         57.00,         1.00
15.00,         43.00,         63.00,         2.00
43.00,         32.00,         37.00,         3.00
37.00,         34.00,         76.00,         2.00
25.00,         40.00,         71.00,         2.00
5.00,         32.00,         43.00,         1.00
49.00,         23.00,         32.00,         3.00
24.00,         39.00,         87.00,         1.00
49.00,         31.00,         26.00,         3.00
26.00,         39.00,         95.00,         1.00
10.00,         39.00,         39.00,         2.00
44.00,         44.00,         71.00,         3.00
47.00,         38.00,         40.00,         4.00
25.00,         30.00,         98.00,         1.00
33.00,         43.00,         79.00,         2.00
7.00,         31.00,         72.00,         1.00
37.00,         36.00,         83.00,         3.00
20.00,         25.00,         54.00,         1.00
21.00,         30.00,         80.00,         2.00
12.00,         43.00,         56.00,         2.00
24.00,         36.00,         91.00,         1.00
8.00,         31.00,         81.00,         1.00
45.00,         27.00,         26.00,         3.00
43.00,         31.00,         30.00,         3.00
22.00,         26.00,         90.00,         1.00
28.00,         28.00,         73.00,         2.00
24.00,         39.00,         68.00,         2.00
3.00,         43.00,         50.00,         2.00
43.00,         33.00,         60.00,         3.00
9.00,         34.00,         64.00,         2.00
31.00,         37.00,         52.00,         3.00
29.00,         30.00,         43.00,         2.00
20.00,         28.00,         66.00,         2.00
45.00,         23.00,         57.00,         1.00
10.00,         40.00,         47.00,         2.00
38.00,         26.00,         80.00,         1.00
12.00,         25.00,         95.00,         1.00
31.00,         28.00,         38.00,         2.00
11.00,         31.00,         96.00,         1.00
49.00,         31.00,         38.00,         3.00
11.00,         33.00,         90.00,         1.00
23.00,         34.00,         80.00,         2.00
45.00,         33.00,         89.00,         2.00
25.00,         33.00,         50.00,         2.00
28.00,         35.00,         40.00,         2.00
28.00,         38.00,         35.00,         3.00
6.00,         28.00,         86.00,         1.00
13.00,         24.00,         42.00,         1.00
0.00,         24.00,         33.00,         1.00
35.00,         39.00,         88.00,         1.00
42.00,         24.00,         74.00,         1.00
27.00,         31.00,         79.00,         2.00
17.00,         34.00,         64.00,         2.00
20.00,         42.00,         34.00,         2.00
23.00,         26.00,         20.00,         1.00
47.00,         23.00,         79.00,         1.00
11.00,         31.00,         68.00,         2.00
19.00,         25.00,         97.00,         1.00
19.00,         43.00,         41.00,         2.00
24.00,         33.00,         69.00,         2.00
28.00,         35.00,         42.00,         2.00
33.00,         38.00,         74.00,         2.00
7.00,         29.00,         96.00,         1.00
23.00,         39.00,         46.00,         2.00
46.00,         41.00,         59.00,         3.00
14.00,         29.00,         49.00,         2.00
13.00,         32.00,         58.00,         2.00
37.00,         28.00,         48.00,         3.00
0.00,         40.00,         24.00,         2.00
29.00,         36.00,         44.00,         3.00
6.00,         35.00,         31.00,         2.00
38.00,         39.00,         78.00,         3.00
3.00,         30.00,         20.00,         1.00
0.00,         41.00,         26.00,         2.00
22.00,         27.00,         24.00,         1.00
4.00,         31.00,         38.00,         1.00
25.00,         25.00,         32.00,         1.00
17.00,         43.00,         76.00,         2.00
35.00,         38.00,         46.00,         3.00
20.00,         24.00,         93.00,         1.00
28.00,         41.00,         50.00,         3.00
41.00,         38.00,         55.00,         3.00
4.00,         32.00,         80.00,         1.00
11.00,         39.00,         67.00,         2.00
5.00,         32.00,         20.00,         1.00
32.00,         42.00,         46.00,         3.00
33.00,         31.00,         59.00,         2.00
49.00,         43.00,         66.00,         3.00
8.00,         32.00,         51.00,         2.00
8.00,         40.00,         75.00,         2.00
3.00,         28.00,         55.00,         1.00
23.00,         40.00,         45.00,         2.00
11.00,         31.00,         34.00,         2.00
1.00,         34.00,         27.00,         1.00
29.00,         33.00,         76.00,         2.00
14.00,         41.00,         21.00,         2.00
5.00,         35.00,         44.00,         1.00
0.00,         25.00,         83.00,         1.00
32.00,         44.00,         39.00,         3.00
11.00,         40.00,         49.00,         2.00
5.00,         25.00,         50.00,         1.00
38.00,         25.00,         65.00,         1.00
44.00,         26.00,         60.00,         1.00
26.00,         40.00,         60.00,         2.00
45.00,         38.00,         86.00,         3.00
41.00,         42.00,         40.00,         4.00
13.00,         41.00,         97.00,         1.00
10.00,         37.00,         38.00,         2.00
38.00,         27.00,         27.00,         3.00
46.00,         33.00,         84.00,         2.00
32.00,         29.00,         61.00,         2.00
15.00,         31.00,         89.00,         1.00
15.00,         28.00,         83.00,         2.00
6.00,         26.00,         62.00,         1.00
41.00,         35.00,         87.00,         2.00
2.00,         25.00,         70.00,         1.00
47.00,         42.00,         48.00,         4.00
9.00,         40.00,         82.00,         2.00
2.00,         29.00,         20.00,         1.00
1.00,         35.00,         46.00,         1.00
13.00,         37.00,         44.00,         2.00
46.00,         34.00,         22.00,         3.00
47.00,         33.00,         27.00,         3.00
16.00,         43.00,         34.00,         2.00
4.00,         39.00,         33.00,         2.00
29.00,         42.00,         32.00,         3.00
13.00,         27.00,         80.00,         1.00
11.00,         28.00,         86.00,         1.00
6.00,         32.00,         46.00,         2.00
5.00,         26.00,         60.00,         1.00
2.00,         24.00,         45.00,         1.00
49.00,         41.00,         64.00,         3.00
43.00,         28.00,         86.00,         1.00
33.00,         31.00,         92.00,         1.00
32.00,         40.00,         79.00,         2.00
2.00,         43.00,         35.00,         2.00
7.00,         25.00,         93.00,         1.00
46.00,         26.00,         73.00,         1.00
10.00,         33.00,         57.00,         2.00
24.00,         42.00,         75.00,         2.00
2.00,         23.00,         98.00,         1.00
40.00,         36.00,         40.00,         4.00
7.00,         44.00,         70.00,         2.00
7.00,         25.00,         23.00,         1.00
17.00,         36.00,         28.00,         2.00
26.00,         38.00,         34.00,         3.00
3.00,         40.00,         32.00,         2.00
6.00,         42.00,         57.00,         1.00
49.00,         35.00,         34.00,         4.00
36.00,         39.00,         68.00,         3.00
26.00,         36.00,         87.00,         1.00
38.00,         42.00,         63.00,         3.00
48.00,         36.00,         85.00,         3.00
34.00,         39.00,         33.00,         3.00
32.00,         30.00,         38.00,         2.00
44.00,         36.00,         23.00,         4.00
28.00,         29.00,         91.00,         1.00
9.00,         44.00,         36.00,         2.00
37.00,         27.00,         95.00,         1.00
24.00,         25.00,         57.00,         1.00
21.00,         27.00,         72.00,         1.00
47.00,         37.00,         74.00,         3.00
48.00,         36.00,         82.00,         3.00
46.00,         33.00,         39.00,         3.00
45.00,         43.00,         58.00,         3.00
43.00,         37.00,         82.00,         3.00
17.00,         26.00,         50.00,         1.00
48.00,         35.00,         56.00,         3.00
3.00,         39.00,         63.00,         1.00
32.00,         43.00,         54.00,         3.00
36.00,         26.00,         24.00,         1.00
24.00,         29.00,         20.00,         2.00
23.00,         39.00,         92.00,         1.00
30.00,         29.00,         93.00,         1.00
45.00,         23.00,         42.00,         3.00
6.00,         31.00,         39.00,         2.00
47.00,         33.00,         72.00,         2.00
11.00,         38.00,         36.00,         2.00
41.00,         23.00,         68.00,         1.00
25.00,         30.00,         73.00,         2.00
22.00,         39.00,         49.00,         2.00
41.00,         26.00,         31.00,         3.00
13.00,         38.00,         32.00,         2.00
12.00,         24.00,         21.00,         1.00
18.00,         25.00,         25.00,         1.00
12.00,         42.00,         68.00,         2.00
39.00,         34.00,         94.00,         2.00
47.00,         25.00,         47.00,         3.00
45.00,         23.00,         41.00,         3.00
13.00,         32.00,         85.00,         2.00
22.00,         33.00,         91.00,         1.00
9.00,         34.00,         66.00,         2.00
8.00,         23.00,         83.00,         1.00
19.00,         38.00,         36.00,         2.00
12.00,         30.00,         39.00,         2.00
4.00,         25.00,         33.00,         1.00
43.00,         37.00,         77.00,         3.00
45.00,         33.00,         85.00,         2.00
35.00,         35.00,         90.00,         2.00
12.00,         42.00,         70.00,         2.00
28.00,         25.00,         77.00,         1.00
23.00,         42.00,         40.00,         2.00
0.00,         23.00,         58.00,         1.00
31.00,         30.00,         39.00,         2.00
40.00,         28.00,         66.00,         2.00
31.00,         30.00,         50.00,         2.00
46.00,         33.00,         74.00,         2.00
21.00,         36.00,         21.00,         2.00
35.00,         23.00,         86.00,         1.00
8.00,         43.00,         24.00,         2.00
16.00,         40.00,         98.00,         1.00
24.00,         44.00,         69.00,         2.00
37.00,         26.00,         37.00,         3.00
6.00,         31.00,         29.00,         2.00
45.00,         38.00,         20.00,         4.00
14.00,         25.00,         26.00,         1.00
32.00,         24.00,         20.00,         1.00
34.00,         38.00,         83.00,         2.00
38.00,         32.00,         24.00,         3.00
16.00,         38.00,         25.00,         2.00
25.00,         39.00,         77.00,         2.00
28.00,         37.00,         54.00,         3.00
10.00,         44.00,         58.00,         2.00
31.00,         25.00,         59.00,         1.00
46.00,         27.00,         22.00,         3.00
8.00,         25.00,         69.00,         1.00
38.00,         39.00,         71.00,         3.00
48.00,         30.00,         52.00,         3.00
22.00,         40.00,         74.00,         2.00
30.00,         32.00,         52.00,         2.00
36.00,         42.00,         89.00,         1.00
30.00,         33.00,         71.00,         2.00
20.00,         34.00,         59.00,         2.00
33.00,         23.00,         38.00,         1.00
43.00,         35.00,         62.00,         3.00
38.00,         29.00,         85.00,         2.00
22.00,         33.00,         49.00,         2.00
36.00,         32.00,         29.00,         2.00
29.00,         42.00,         49.00,         3.00
27.00,         28.00,         87.00,         1.00
35.00,         23.00,         56.00,         1.00
35.00,         31.00,         94.00,         1.00
26.00,         42.00,         87.00,         1.00
15.00,         27.00,         89.00,         1.00
19.00,         33.00,         65.00,         2.00
19.00,         25.00,         96.00,         1.00
11.00,         35.00,         53.00,         2.00
23.00,         35.00,         58.00,         2.00
30.00,         36.00,         39.00,         3.00
42.00,         30.00,         83.00,         2.00
38.00,         40.00,         53.00,         4.00
30.00,         32.00,         92.00,         1.00
38.00,         38.00,         66.00,         3.00
45.00,         34.00,         73.00,         2.00
27.00,         40.00,         40.00,         3.00
10.00,         24.00,         38.00,         1.00
32.00,         25.00,         48.00,         1.00
8.00,         42.00,         23.00,         2.00
25.00,         34.00,         30.00,         2.00
31.00,         43.00,         61.00,         2.00
22.00,         33.00,         81.00,         2.00
17.00,         35.00,         33.00,         2.00
27.00,         41.00,         97.00,         1.00
22.00,         31.00,         54.00,         2.00
41.00,         40.00,         69.00,         3.00
14.00,         42.00,         53.00,         2.00
42.00,         29.00,         78.00,         2.00
11.00,         37.00,         89.00,         1.00
10.00,         42.00,         60.00,         2.00
37.00,         28.00,         51.00,         3.00
20.00,         39.00,         66.00,         2.00
19.00,         30.00,         25.00,         2.00
26.00,         43.00,         90.00,         1.00
